MathRes-MX,ReadingRes-MX,ScienceRes-MX,MathRes-JP,ReadingRes-JP,ScienceRes-JP,MathRes-UK,ReadingRes-UK,ScienceRes-UK
395.3186,410.8211,435.2294,558.7397,509.4575,584.4275,637.4124,624.697,617.7173
347.8813,372.8531,372.3797,383.4008,329.5812,426.837,450.3116,473.3699,462.2715
466.2019,528.4636,502.0888,615.6021,599.8367,632.6371,300.9114,327.4186,295.63599999999997
607.4233,574.014,569.5076,569.2553,526.0577,672.4543,509.2771,536.4830000000001,591.3279
440.4191,512.9694,361.1899,422.0361,426.6165,467.30699999999996,432.6297,441.5609,457.7956
413.8573,384.9154,374.5244,528.5948,526.7795,548.1537,467.4482,486.20099999999996,488.3812
526.1022,526.5389,528.1052,437.9265,441.0515,498.6386,401.62800000000004,385.3238,384.9683
391.1902,437.0334,412.8497,525.7127,489.89,493.9761,490.1153,537.9108,482.5998
359.2538,407.3698,382.0776,506.473,529.9677,573.0511,373.3525,337.7446,380.8653
437.9265,401.1147,430.3805,483.8838,460.0684,507.7769,460.5936,422.6068,404.73699999999997
384.4135,502.9611,378.3476,518.936,583.7978,619.862,524.4664,561.9784,559.2503
436.3686,570.6363,453.6927,466.0461,540.2937,503.0213,508.5761,473.0491,521.9508
359.4096,359.7343,302.4431,511.9255,522.048,550.6714,409.1837,444.1822,461.6188
346.4792,303.117,356.9004,491.3616,460.2982,516.7288,539.8894,545.2978,519.1533
397.7333,469.7589,437.6539,558.0386,580.6446,569.4144,437.3033,366.2301,423.2935
301.6124,327.5774,279.5039,509.7445,464.8693,471.7829,543.1609,554.1258,598.135
489.3363,519.0062,468.79900000000004,438.7833,389.3748,383.2898,411.4426,308.2757,311.8612
357.8517,335.3617,352.5177,535.9947,459.7369,522.8833,527.2706,575.1639,579.765
405.4448,526.7904,390.47,384.9587,456.2083,455.4644,472.9787,515.6701,502.3685
256.1224,355.0606,343.8456,486.7659,544.1858,520.0858,223.7965,269.4353,266.1693
429.3582,404.964,445.4868,463.7093,413.7854,440.5446,378.0262,383.5521,362.4953
484.6627,515.0346,457.6091,560.9986,528.3834,542.1858,641.3071,639.3726,615.1996
474.8481,489.3286,545.8225,529.2958,552.7625,617.0645,487.4669,469.9216,493.4166
398.668,361.659,360.6304,452.96,440.4902,575.1026,603.0612,556.1799,552.5364
387.4513,483.1034,443.9015,516.0539,497.4283,513.5584,562.6344,508.6555,527.5457
360.1885,327.9773,328.273,442.7559,486.916,472.4357,483.1048,466.6336,489.0339
405.3669,438.62199999999996,414.0619,522.9864,470.4829,576.2216,401.3164,429.8846,435.2294
416.1941,466.5023,439.2391,423.4382,428.2165,457.7023,519.9486,511.9368,574.1701
392.9039,421.8049,375.8299,509.355,446.585,504.2335,390.1776,372.0041,383.9426
361.7464,402.5582,361.8426,526.8811,532.2327,566.8967,413.9352,468.9592,476.1656
392.2028,452.9196,401.6598,382.6998,422.8474,446.4192,513.4834,521.246,551.6039
419.3099,346.42199999999997,367.99699999999996,476.7955,505.4477,490.2462,512.0034,565.3530000000001,602.7975
376.5462,380.9057,310.5558,608.9811,570.9666,681.7792,423.6719,455.4064,407.2548
443.4569,461.657,457.5159,674.8793,696.6139,655.2033,426.3203,413.7854,471.3167
428.1119,434.7964,441.3838,539.1105,532.7139,547.1279,403.6532,447.28,401.3801
444.2359,510.9042,445.3935,578.1352,502.8013,560.1828,443.6127,531.0003,526.6132
433.4865,418.5971,456.3969,613.4211,548.7528,605.8747,583.5878,613.4697,576.7811
500.3973,472.0066,494.5356,633.2061,605.3701,635.7143,523.6875,518.8402,596.27
281.4379,316.8302,335.7329,617.16,570.1647,634.1291,467.4482,481.3894,524.7482
482.4817,512.1039,442.3163,647.4607,685.573,671.8016,709.0746,684.0638,685.4159
403.7311,514.9552,448.564,488.869,525.1224,512.7191,460.5936,418.0357,471.5964
296.9388,345.0523,365.2928,498.1383,469.0441,500.5035,520.6496,541.9362,519.9925
543.862,498.1952,472.5289,652.2122,592.0578,599.3473,684.0707,658.6459,642.0552
423.1267,443.5467,484.4648,509.7445,459.2557,552.9094,448.1305,476.5777,496.7736
393.527,407.5302,507.031,542.382,434.0746,526.6132,490.1932,542.6766,498.3588
413.7015,382.4293,403.5248,627.3641,563.5086,594.8713,519.0139,485.4863,564.5655
381.2977,328.7792,256.8445,508.9656,499.625,541.4398,426.2424,484.69199999999995,480.7348
353.1002,382.226,378.2544,522.8307,529.1733,551.7904,576.811,577.6228,626.3894
399.9922,358.4512,367.1578,550.3272,582.6304,607.7396,396.8765,393.1754,396.9974
438.0823,445.5424,415.2742,575.1753,504.2448,490.1529,533.8137,538.7051,523.163
391.9692,389.5336,375.5502,438.23800000000006,428.1402,461.4323,436.3686,484.6125,428.4222
454.7515,403.3601,419.3771,588.0277,551.6398,564.8452,583.6657,581.6325,647.8366
382.6998,439.4476,393.1742,551.6513,481.1488,504.04699999999997,644.2669999999999,644.9862,689.7986
483.1827,468.0115,462.1783,584.8341,571.7686,581.0705,409.1058,506.9327,427.7695
363.6158,375.8715,364.3603,527.5822,463.2456,468.5192,494.01,511.6191,484.3715
479.9891,434.7964,449.9627,633.3619,596.8695,655.2965,500.3973,407.2095,497.6128
381.1419,425.1981,423.3868,548.5356,565.7116,618.743,449.6105,431.4282,423.853
402.4069,426.7769,421.8016,492.53,540.2937,462.9243,420.8677,370.4804,402.3126
339.0014,330.5435,300.9511,564.1143,539.4199,544.9832,504.1362,522.048,470.4774
347.4918,343.2253,333.5882,501.0983,490.7721,499.2913,438.7054,466.4228,491.1787
476.1723,433.0321,467.7732,606.2549,579.788,618.2768,510.134,471.1093,534.0731
512.1592,533.9392,535.6583,544.6409,511.5425,515.1436,526.258,521.1508,554.6811
417.0509,451.0132,396.6244,545.5756,601.2173,564.0992,477.10699999999997,550.0637,484.6512
475.3155,507.7734,411.9172,561.5439,590.1331,562.9802,573.2279,566.0748,565.7777
407.0026,454.5082,449.2167,465.9682,401.7562,459.2876,502.033,495.8244,542.4655
275.9075,309.3083,374.6177,512.0034,487.5644,511.0407,339.7803,334.3928,385.621
383.0893,410.4172,398.8624,454.2842,382.226,425.9045,619.4968,596.6289,634.5021
517.456,514.8758,514.3976,529.8411,498.9101,536.5908,716.0851,698.4759,773.4427
384.1798,313.7027,369.9552,435.6675,419.7968,435.2294,458.101,345.0587,429.6345
422.4256,422.0209,337.5979,458.2567,415.031,437.0944,349.9844,237.6615,299.3659
300.2103,364.7511,391.6822,398.2785,380.6374,441.4771,439.1728,392.1329,492.4841
317.1912,401.4483,380.2126,207.0494,231.30700000000002,217.4002,562.4786,505.4477,483.7188
335.1067,376.0304,327.0608,480.1449,398.3881,421.1488,500.3194,483.5546,460.1268
362.3695,379.0487,392.3349,400.5375,412.4098,397.9299,614.1221,565.4733,609.7911
368.601,332.9493,312.14099999999996,451.1684,308.7306,363.2413,455.6084,504.4703,464.1365
470.0966,400.4951,395.7852,519.9486,466.9544,529.4107,509.6666,572.0661,580.9772
305.6629,286.7573,301.5106,464.644,446.9057,476.2589,428.5013,459.5123,464.1365
381.9209,385.4826,370.235,532.4895,630.7656,607.8329,421.1014,452.0458,408.2805
477.1849,483.715,582.1895,486.9216,441.2921,434.2969,441.1201,481.5147,511.9731
585.9246,525.4162,523.6292,505.7719,468.3177,538.0828,471.7324,439.3674,445.58
405.99,432.2301,433.3644,409.8847,358.3172,390.1902,424.1393,440.4902,444.5543
501.0204,518.0383,491.1787,456.6989,445.2148,495.8411,663.2731,600.8792,635.7143
408.3268,477.2995,439.8918,424.9961,365.466,405.483,624.5599,612.6678,647.2771
410.6637,338.56300000000005,410.7982,469.2398,480.5616,447.2585,564.8933,616.4680000000001,548.7132
395.8638,341.0807,372.5662,440.3412,479.1318,491.8314,409.1058,465.6285,407.2548
352.5549,395.0938,367.7173,461.4504,529.0249,570.6266,479.9112,422.0454,479.9888
385.8155,415.6664,428.0492,574.2405,511.6227,626.2029,496.5026,459.1152,450.9884
531.0874,511.4623,501.436,518.2349,424.2107,458.8213,537.7084,487.5644,505.8187
456.7768,474.0482,463.7635,418.6088,413.7601,435.4159,404.5879,468.6469,434.2037
408.3268,437.1922,416.3931,554.845,558.9375,555.8001,412.2994,452.5193,448.2842
597.9202,663.5706,587.7844,471.1871,487.7898,438.9593,419.23199999999997,440.1694,443.342
465.1893,519.0006,466.7475,505.4604,585.3215,516.3558,540.9799,538.149,606.8072
532.2558,593.5919,591.2346,597.0634,596.0675,618.9295,483.1827,523.6519,553.9351
471.5766,422.6068,474.6736,391.8913,411.0594,358.7654,557.1039,618.851,616.7848
310.1807,348.2295,401.4733,438.0823,472.6185,435.1361,490.9721,541.3263,526.6132
355.3591,297.6638,306.3596,392.7481,283.0683,332.6557,463.0083,454.444,483.9053
206.2704,178.6551,287.8963,501.8772,504.5497,500.2238,546.5104,579.9298,604.1029
477.6523,419.5594,466.7475,626.8967,547.7102,594.1253,637.3345,613.4697,654.364
549.7819,521.0714,535.9381,438.23800000000006,405.6858,456.7699,388.5418,300.7111,307.8515
476.3281,452.1253,500.5035,520.4938,436.1597,542.1858,515.7423,429.2629,519.1533
437.6149,541.7234,436.1619,346.7908,280.4748,306.2663,541.6809,508.1743,583.6815
427.9561,402.87800000000004,448.564,592.7014,646.2693,668.3514,578.2131,560.5414,643.4539
468.4608,488.6635,418.7244,510.4456,540.2937,520.3655,455.9978,369.4378,417.6986
386.0492,371.4427,377.0421,571.9816,569.6033,632.9168,631.1809,678.5036,646.2514
307.8439,259.2668,332.4692,455.6084,484.2764,473.4614,565.0491,557.5302,603.2637
560.2197,571.127,525.6807,517.8455,517.2587,528.8512,525.1675,453.0807,509.8284
547.1335,514.0815,553.9351,458.3346,448.9106,473.3681,305.1955,335.3617,388.978
357.9296,376.094,397.9299,498.7615,464.3079,456.0239,506.473,529.9677,451.8277
462.0735,540.2937,515.4233,317.269,258.3136,234.0918,500.3194,508.4149,506.7512
301.145,320.1182,252.0888,496.0352,465.1099,506.4715,435.7454,433.6736,511.6001
541.0578,549.4745,465.6285,363.46,416.913,377.5084,588.4951,623.3337,627.3219
390.8786,384.755,408.1872,384.725,412.1013,453.8791,565.9838,597.4046,596.643
380.2851,417.3345,382.0776,255.8109,183.3866,264.7706,457.3999,454.4288,495.5614
451.1684,484.8508,425.9045,564.1922,555.1683,553.6554,346.7129,338.6431,428.702
407.5479,417.3345,412.8497,359.2538,376.094,388.605,500.7867,478.6628,491.1787
307.5323,296.7014,382.0776,497.8268,438.0843,423.10699999999997,479.9891,451.4768,533.8866
363.3821,392.55199999999996,402.5923,441.19800000000004,343.8558,377.3219,484.0396,491.4137,488.288
393.527,453.8727,490.2462,439.4843,490.7721,482.5998,413.7794,494.2237,462.2715
441.7433,532.2712,506.0985,355.5149,362.2203,380.3991,586.7814,626.8735,641.0295
540.7462,604.6328,581.63,513.795,609.3192,585.4532,570.4237,630.0507,613.9873
570.0343,556.3712,572.3051,501.2541,523.8515,552.7229,496.8141,500.3955,575.4756
465.9682,543.8609,510.7609,503.3572,494.7819,577.9,380.4409,357.4087,377.6016
612.72,573.8136,529.9702,448.7537,513.5254,445.4868,514.2623,511.6227,436.1619
418.7646,422.1003,419.9366,358.7864,363.1827,403.6181,610.8506,660.1551,585.0802
486.9995,460.4586,504.04699999999997,470.0187,409.6153,389.4442,395.3965,401.21,418.5379
367.3547,343.3746,339.7426,517.3781,529.2655,499.3846,693.5738,656.6144,734.4648
445.7158,411.7743,400.5408,470.8755,427.6591,498.6386,459.1915,501.6108,511.6934
494.7889,433.0321,482.7863,625.1052,626.3175,628.2544,509.5108,503.0419,507.9634
432.4739,289.6443,396.8109,462.1514,394.7793,446.4192,458.1788,433.0321,555.5203
474.0692,473.7305,473.0884,497.1257,509.9386,473.1816,575.2532,672.3875,605.8747
322.3321,343.9402,368.0903,462.8525,455.4064,506.7512,620.12,617.5801,618.9295
430.916,436.2391,364.3603,503.3572,500.3955,490.9922,522.9864,504.1646,559.4368
288.4484,358.4512,325.1026,418.3751,433.3001,434.2969,433.3307,449.07099999999997,455.0914
420.8677,339.2847,446.699,313.3744,319.4755,260.5744,476.8733,485.0783,505.8187
453.661,528.8556,446.9787,448.2863,479.3701,549.9254,403.1859,325.4912,386.8333
369.38,331.3454,335.2667,339.9361,408.2793,409.0265,578.0573,600.1052,557.3853
480.9238,544.7418,387.2995,399.7585,359.1729,409.7725,519.4812,547.363,484.6512
493.231,486.1208,477.1913,446.2611,451.2515,450.1492,557.8828,526.8597,526.6132
409.8847,406.0553,392.3349,331.2899,345.0587,363.4278,384.1798,525.1224,454.5319
301.6124,288.6562,241.0854,420.1667,416.14300000000003,492.2977,634.1408,654.6095,712.1783
471.6545,479.1318,470.6639,346.8687,425.913,419.0974,404.7437,420.2734,464.2298
473.1344,443.1366,392.8944,354.658,417.4139,397.9299,595.3497,586.2036,598.6945
319.528,308.89099999999996,376.4827,430.2929,390.7251,454.0656,634.2187,665.5160000000001,572.9579
319.9953,400.7939,404.4573,369.4579,424.5627,435.2294,675.5803,655.1709,691.3838
558.7397,460.9421,578.1798,479.1323,456.5291,509.8284,498.6836,499.5133,462.9243
544.0957,519.6422,558.3178,447.7411,445.7708,519.5263,385.7377,419.3188,385.5278
337.3656,339.1243,355.9679,498.0604,556.7359,586.4789,520.9612,547.4425,517.6613
474.6923,550.6197,471.8762,382.1545,494.1443,463.2973,490.6605,523.5717,551.7904
421.7246,446.6651,417.7919,446.4948,521.2302,551.7904,450.4674,439.4476,478.7766
411.6763,446.6651,410.9847,324.4353,270.4778,345.7106,520.4938,568.8889,482.7863
313.2965,376.0304,345.7106,329.3426,424.3244,453.3197,560.9986,521.1658,502.0888
346.1676,409.2325,414.9944,451.9473,438.6457,514.4909,207.2831,227.9747,188.1201
502.2667,444.2593,528.4782,484.42900000000003,489.088,495.8411,564.4259,592.6387,590.1156
350.6855,376.6658,377.4151,360.8895,368.8765,322.6781,441.9769,481.3559,462.1783
507.4077,474.7332,485.8635,547.6788,531.0003,537.8031,592.234,600.6386,659.3062
452.7263,375.0772,411.9172,494.7889,457.0904,499.3846,602.4381,567.0619,585.5464
317.6585,367.9141,294.4237,460.4378,438.0843,514.4909,512.8603,504.1646,576.2216
384.6471,388.1232,401.6598,506.6288,493.2705,519.0601,541.7588,561.5839,564.8452
374.8325,402.2426,385.8075,357.7738,309.1494,294.144,377.2472,372.8862,373.9649
377.6367,407.3698,399.7949,376.3904,334.3928,329.6718,502.8899,526.7795,528.5714
394.5396,421.9415,293.2115,257.6803,247.7828,298.5267,251.8383,263.0795,289.1085
364.7842,426.6165,363.3346,501.5657,556.8948,527.5457,398.668,489.4578,501.809
421.5688,423.5691,466.934,455.0631,525.9961,543.2115,444.2359,416.1912,447.07199999999995
437.2254,397.0247,420.5893,386.5166,334.3126,379.9329,508.0308,500.3955,582.376
363.6158,434.63599999999997,401.6598,386.8282,439.3369,414.8079,388.5418,451.4768,397.3704
420.7898,434.015,424.972,480.06699999999995,412.9835,383.2898,641.1513,616.9181,585.3599
499.4625,455.4614,429.44800000000004,424.7624,483.1034,485.30400000000003,564.4259,521.1658,580.7907
423.9835,564.123,440.7311,438.9391,488.9018,536.8706,527.8159,495.5036,571.4659
444.4695,442.7524,440.4513,500.2415,494.7819,565.7777,485.4417,497.3215,480.6416
376.5462,451.8075,308.9705,515.1192,487.0749,497.0533,516.7549,533.7803,524.655
456.1536,427.5789,435.7889,506.3951,482.9933,468.79900000000004,431.6171,438.8863,428.702
388.5418,514.7169,431.4994,512.0813,533.7009,573.4241,464.1767,475.8751,513.5584
419.23199999999997,372.8531,418.2581,477.0291,509.8584,509.7352,432.5518,420.20099999999996,467.5867
441.8212,328.9396,382.8236,561.5439,558.8573,531.2756,598.6213,630.5512,637.5793
434.4991,322.3637,394.1999,574.2405,603.7662,600.0,420.7119,427.7399,434.2969
435.1223,404.3224,427.3965,447.5074,498.4335,460.4066,435.5118,458.13300000000004,498.6386
357.3843,375.292,349.4405,410.8194,383.8728,413.9687,448.2084,423.2918,416.7661
450.8568,497.8292,408.1872,409.4174,465.0297,493.1369,458.4904,500.4987,463.2973
380.2851,491.5741,401.6598,420.8677,420.4415,433.3644,430.215,417.4139,433.3644
407.0026,444.9765,415.6471,385.0366,418.5971,395.7852,593.1687,579.2267,659.0265
239.609,217.9626,188.6796,490.1153,516.4344,566.7102,334.4057,356.25199999999995,316.8034
244.1268,241.0464,302.4431,470.7197,494.7819,474.1141,483.8838,564.9173,577.9
386.6724,362.0505,437.6539,649.4859,631.9145,589.4629,472.2776,493.9799,539.0153
395.9417,347.2763,293.39799999999997,591.4551,566.9569,548.3402,409.5731,353.6395,456.1171
445.6379,508.3347,445.4868,494.4773,384.1134,455.1846,431.695,489.4578,432.4319
446.1832,415.2289,446.4192,559.4407,606.2522,629.9329,501.0204,501.1974,514.3044
377.4809,422.1003,387.2995,453.4273,519.8799,504.2335,376.0788,442.5935,408.5602
526.8811,581.3919,524.0955,417.1288,382.7501,463.204,413.8573,343.2142,414.0619
325.7595,328.2129,319.6009,339.9361,359.0927,322.3051,613.3432,595.7365,578.7393
390.645,422.7358,375.2704,486.2985,498.2302,481.8538,548.4577,585.0133,634.7818
410.3521,428.9314,452.0142,498.9173,472.2213,497.7061,350.7634,320.1984,368.0903
364.7063,408.5971,400.7273,511.2245,538.0869,533.7934,406.3016,411.2994,425.9978
360.5001,384.6089,414.7147,461.9956,430.8668,446.4192,332.8478,397.3179,358.1126
396.0196,403.6723,456.9564,494.7889,490.967,492.7639,292.343,261.6564,264.5841
386.7503,383.0203,296.9414,427.3329,507.6475,502.4618,514.3402,461.9021,482.5065
308.8565,371.8999,359.6979,479.9891,489.1682,468.6125,466.9029,527.5012,544.2372
308.8565,294.2956,329.5785,504.1362,473.1293,487.2622,500.3194,489.9702,535.6583
336.7425,351.3273,405.6695,503.1235,488.2861,452.0142,614.2779,529.9872,569.6009
439.5622,450.6161,383.2898,505.8498,481.7102,570.6266,478.9765,508.3347,519.1533
386.5945,419.4792,418.7244,529.5295,611.7816,612.7751,545.4198,552.1289,478.7766
384.4135,425.913,411.9172,502.5783,546.6482,558.3178,423.9056,417.7951,442.5028
505.1488,521.2302,472.2492,631.9598,613.7103,625.4569,551.6513,580.8035,558.1313
395.3965,441.9581,346.27,510.134,517.1561,483.7188,480.5344,453.6345,498.6386
416.0383,503.676,425.9045,614.7453,563.2492,561.768,548.6914,553.9654,551.6971
553.4429,538.7051,538.4558,591.2993,630.289,571.3726,429.6697,461.02,493.1369
476.2502,528.1428,498.2656,634.9977,602.2499,628.2544,701.2074,642.2596,703.5062
462.2293,520.4359,460.6863,621.7557,653.567,621.727,491.05,512.986,572.4916
385.8155,430.7583,414.9944,554.845,508.4149,457.3294,466.8251,459.2741,547.7807
503.5909,533.2752,562.7005,570.3458,577.6263,577.9,476.8733,473.8511,426.5573
411.7542,362.5271,380.7721,664.5973,645.8575,664.3417,445.4822,460.218,542.4655
556.5587,503.6033,612.1223,637.8797,523.5337,553.6554,409.8847,412.4098,405.3898
389.866,464.0399,438.0269,423.594,335.1948,388.978,368.7568,387.6273,399.7016
486.1427,471.4453,463.204,660.0795,620.5268,588.0642,576.3437,538.8086,607.7396
329.6542,293.654,274.655,645.9807,566.5059,535.6583,605.398,566.155,677.6762
375.6894,400.1523,389.4442,672.4646,709.72,677.6762,490.1932,528.379,475.0466
438.8612,412.1815,527.8254,670.7509,530.308,558.3178,412.3773,467.8526,450.9884
425.5414,472.8568,437.3741,763.6002,708.9012,712.4580000000001,507.4077,513.9226,491.0854
417.3625,492.2156,516.3558,671.3739999999999,683.9844,667.4189,476.8733,494.2237,515.4233
433.4086,439.0986,404.0843,628.6883,580.0286,605.8747,468.4608,475.0014,430.4737
455.9199,519.7211,458.8213,588.573,588.6672,589.1831,622.6126,709.72,713.1108
363.3043,314.8254,357.4599,646.7596,598.5166,588.1574,457.5557,414.3468,482.9728
392.7481,416.5402,381.8911,649.0964,658.0899,576.0351,609.8380000000001,624.4111,606.8072
401.2385,425.0393,352.23800000000006,531.399,621.3133,571.1861,535.2937,589.4114,550.6714
403.9648,402.7186,430.194,650.2648,511.6227,548.4334,520.7275,559.5954,562.0477
327.551,401.2894,341.0481,645.5912,610.193,609.9776,568.3206,498.1158,535.0988
369.8473,403.3601,442.6893,703.5442,743.3848,747.4263,335.1067,410.7417,334.241
344.1424,345.5288,398.8624,710.3209,748.3235,715.9082,362.05800000000005,393.7368,471.9694
486.2985,458.6943,470.5707,584.5225,451.3164,454.7184,595.0382,566.8767,535.9381
494.01,495.7442,509.6419,646.9154,574.415,638.5117,517.456,486.7624,536.2178
328.9531,441.0049,392.2417,567.3859,500.1549,561.3018,524.7001,528.3834,536.0313
333.0815,433.2207,357.4599,560.4533,519.8827,534.0731,704.3231,629.9713,650.3543
447.3516,491.0465,398.7691,711.4114,673.7378,718.053,472.9787,493.9799,529.4107
308.6228,410.98,394.0134,638.425,655.3892,654.4573,391.5018,520.3565,415.7404
468.3829,591.9238,430.4737,741.8679,666.9595,697.445,363.2264,404.4667,387.0198
302.5471,372.3765,287.5233,621.8336,558.9375,587.8777,619.7305,621.409,655.3898
492.6858,473.1293,432.1522,466.9029,435.1973,456.8631,373.74199999999996,404.1621,429.075
461.4504,558.2451,437.6539,595.5834,561.2631,539.7613,562.5565,550.918,563.7262
248.7225,313.2004,307.7583,506.9403,427.5016,434.6699,436.5244,437.6688,434.2037
