CNT,ST04Q01,AGE,ST88Q01,ST88Q02,ST88Q03,ST88Q04,ST89Q02,ST89Q03,ST89Q05,PV1MATH,PV1READ,PV1SCIE
Japan,0,15.75,3,4,2,2,2,2,1,604.697,485.1585,551.5106
Japan,1,15.58,3,3,2,2,2,2,2,577.3563,602.9648,657.8142
Japan,1,16.0,3,3,2,2,2,2,2,557.2597,552.8438,533.0474
Japan,1,16.0,3,3,2,2,2,1,2,496.0352,560.1514,540.9735
Japan,0,16.25,3,4,2,2,1,1,2,674.4119,621.4892,653.8046
Japan,0,16.17,4,4,4,2,2,2,2,465.7345,511.5425,521.0183
Japan,0,15.83,3,4,3,2,2,1,2,667.012,651.9631,693.8083
Japan,0,15.58,4,4,2,2,1,1,1,644.3449,692.8623,657.9075
Japan,1,16.08,4,4,1,1,1,1,1,582.9646,572.6221,633.1033
Japan,0,16.17,2,3,3,2,2,2,2,648.3175,612.1064,709.3808
Japan,0,15.33,3,3,2,2,2,2,2,568.788,532.4733,562.0477
Japan,1,16.0,3,4,2,2,2,2,1,589.8193,575.2433,558.3178
Japan,0,15.33,2,3,3,2,2,2,2,592.935,563.7491,585.1734
Japan,0,16.0,2,3,3,2,2,2,2,589.8972,480.3468,568.2954
Japan,1,15.67,3,3,3,3,3,3,2,503.4351,561.7401,512.3461
Japan,1,16.0,3,4,3,2,3,2,2,630.2461,647.7638,695.3935
Japan,0,16.0,2,3,3,3,2,2,2,578.2131,594.4636,668.3514
Japan,0,15.75,3,3,2,2,1,1,2,523.1422,501.9192,551.8836
Japan,1,16.0,3,4,2,2,2,2,1,573.6953,546.0922,583.495
Japan,0,15.67,3,4,3,2,1,1,1,605.5538,569.2024,608.5789
Japan,0,15.83,3,4,1,1,2,2,2,570.5795,519.0808,574.1701
Japan,1,16.08,3,4,3,2,2,2,1,600.8023,599.0726,608.9519
Japan,0,15.58,2,3,2,2,2,1,2,667.6351,613.7103,666.4864
Japan,0,15.33,1,1,4,4,1,1,1,605.398,566.8767,585.0802
Japan,1,15.58,3,3,3,2,2,2,2,421.7246,424.8804,406.5088
Japan,1,15.92,2,2,3,3,1,1,3,318.048,339.3332,310.5558
Japan,0,15.58,3,3,3,3,2,2,2,456.3873,386.4391,400.7273
Japan,1,15.42,3,3,2,2,2,2,2,440.2633,445.6914,456.3969
Japan,0,15.58,1,1,1,1,1,1,1,382.3103,437.0418,374.9907
Japan,1,15.33,3,3,4,4,2,3,3,468.3829,447.3594,435.8821
Japan,1,15.67,2,3,3,2,2,2,2,495.5678,554.5913,576.7811
Japan,0,15.5,3,3,2,2,2,2,2,401.4722,343.7756,417.6986
Japan,1,15.58,2,3,3,3,1,2,1,545.1083,528.379,558.6908
Japan,1,15.75,2,4,3,1,2,1,2,501.8772,475.9546,428.0492
Japan,0,15.67,4,4,3,3,3,3,2,464.7219,538.0067,548.1537
Japan,1,16.25,3,3,3,2,2,2,2,415.4152,471.983,451.7344
Japan,1,15.5,3,3,2,2,2,2,2,432.4739,523.6132,480.9213
Japan,0,15.75,3,4,2,2,2,1,1,561.7775,478.74300000000005,532.2081
Japan,1,15.92,3,3,2,2,2,2,2,373.1968,389.6131,352.23800000000006
Japan,1,15.42,3,2,3,3,2,2,2,417.2067,456.8117,431.5927
Japan,1,16.17,2,3,2,2,1,1,1,365.2516,402.7986,301.8836
Japan,1,15.83,3,3,2,2,2,3,2,460.5936,500.8165,468.79900000000004
Japan,1,15.5,1,1,4,4,3,1,2,489.4921,454.3493,431.4062
Japan,1,15.5,3,3,3,2,2,2,3,411.6763,503.9937,468.79900000000004
Japan,1,15.92,2,3,3,2,2,2,2,543.1609,407.8822,485.5837
Japan,1,16.17,3,3,2,2,1,1,2,552.5082,620.7573,525.6807
Japan,1,15.58,3,3,3,2,2,2,1,636.0103,648.5582,720.5707
Japan,1,15.58,2,3,2,2,2,2,2,558.8176,520.2771,519.9925
Japan,1,15.42,4,4,1,1,1,1,1,665.4541,658.6459,648.4894
Japan,1,16.17,3,3,3,2,2,1,2,568.009,635.6109,646.7176
Japan,1,15.83,3,3,2,1,1,1,1,539.2662,535.5278,508.6162
Japan,1,15.33,3,3,2,1,2,3,1,654.6269,600.423,646.1581
Japan,1,15.42,3,3,2,2,2,2,2,653.6922,607.81,623.5919
Japan,1,15.42,3,3,2,2,2,2,2,574.3184,540.5319999999999,560.1828
Japan,1,16.17,4,4,1,1,1,2,1,550.1714,599.8669,600.5595
Japan,1,15.75,2,3,3,2,3,3,3,646.6038,631.0833,657.1615
Japan,1,15.83,3,3,4,3,2,2,2,549.4703,530.6031,482.69300000000004
Japan,1,15.33,3,3,2,2,2,2,2,589.3519,579.1355,581.7232
Japan,1,15.75,4,4,1,1,1,1,1,521.4286,588.5083,551.9769
Japan,1,15.42,2,3,4,2,2,1,2,412.7668,460.7832,420.3096
Japan,1,15.42,4,3,3,3,3,2,2,369.38,408.3588,444.2745
Japan,1,15.33,3,3,3,2,2,2,2,608.4359,602.4882,609.6046
Japan,1,15.33,4,4,1,1,1,4,2,544.6409,542.6766,563.9127
Japan,1,15.67,3,3,2,2,1,2,1,564.1143,566.5059,572.1186
Japan,1,15.75,3,3,2,2,2,2,2,619.1852,664.9209,679.5412
Japan,1,15.67,4,4,2,1,1,1,1,579.9268,569.1271,621.727
Japan,1,16.25,2,2,3,3,2,3,2,486.2985,495.8123,528.7579
Japan,1,15.33,3,3,2,2,2,2,2,588.7288,559.3571,617.4375
Japan,1,15.33,3,4,2,2,2,2,2,563.4912,612.4169999999999,572.2119
Japan,0,15.92,3,3,2,2,2,2,2,527.2706,557.2534,588.1574
Japan,1,16.0,2,3,2,2,2,2,2,533.9695,524.6458,565.7777
Japan,1,15.42,3,3,2,2,2,2,2,464.7219,477.4638,446.5125
Japan,0,15.92,4,4,2,2,1,1,1,448.9095,325.0101,442.6893
Japan,1,15.75,3,3,2,2,2,2,2,418.45300000000003,381.4317,372.5662
Japan,1,16.0,2,4,3,3,1,1,1,456.7768,478.9729,488.288
Japan,0,15.92,3,3,3,3,3,2,2,485.5196,501.1974,572.5849
Japan,0,16.25,4,4,1,1,1,2,1,577.3563,554.1258,584.241
Japan,1,15.75,3,3,2,2,2,2,2,470.1745,526.711,501.5293
Japan,0,15.67,2,3,2,2,2,2,2,416.8952,306.3248,395.1324
Japan,0,15.33,2,2,2,2,2,2,2,455.9199,417.7951,409.7725
Japan,1,16.08,3,4,3,2,2,1,1,493.3089,451.33099999999996,491.4584
Japan,0,15.67,1,2,1,3,1,3,1,490.8942,410.4974,501.1563
Japan,1,15.33,3,3,3,3,3,3,3,470.564,461.101,519.1533
Japan,1,16.17,3,3,2,1,1,1,1,383.8682,361.5739,380.5856
Japan,0,15.83,2,2,2,2,2,2,2,440.4191,367.8339,423.2935
Japan,0,15.58,3,3,3,3,3,3,3,519.9486,438.0843,474.3939
Japan,1,16.17,3,3,2,2,2,2,2,493.231,546.6482,495.8411
Japan,0,15.58,3,3,3,3,3,3,2,490.8163,500.6361,553.6554
Japan,0,16.0,1,2,1,1,1,1,2,460.2041,418.5971,472.9019
Japan,1,16.08,4,3,2,2,2,2,1,540.7462,521.9451,560.8355
Japan,0,15.83,4,4,2,1,1,1,1,588.0277,626.2207,635.7143
Japan,1,15.58,2,4,3,3,2,2,1,539.2662,548.4751,510.7609
Japan,0,16.0,4,4,1,1,1,1,1,553.365,506.6506,489.2204
Japan,0,15.92,3,4,4,4,1,1,1,537.0073,541.9362,499.4778
Japan,1,15.5,3,4,2,2,2,2,2,455.0631,475.0808,448.0045
Japan,0,15.92,3,4,2,2,1,1,1,658.4437,660.7845,685.4159
Japan,1,15.58,3,3,2,2,2,2,2,613.7327,664.1266,610.5371
Japan,0,15.92,3,3,3,2,2,2,2,649.0185,601.4406,644.1067
Japan,1,15.83,3,3,3,2,3,2,1,539.9673,597.484,537.6166
Japan,0,16.25,3,4,2,2,2,2,3,625.3388,570.1647,569.8806
Japan,0,15.67,3,4,2,1,1,1,1,656.8858,611.0639,640.097
Japan,1,16.08,3,4,2,1,1,2,1,561.3102,618.0566,554.6811
Japan,1,16.25,3,3,2,1,4,2,3,561.9333,593.2742,606.0612
Japan,0,15.92,2,3,1,2,1,1,1,613.3432,574.7358,633.1033
Japan,1,16.25,3,4,2,2,2,1,2,604.5412,600.8995,576.0351
Japan,1,15.83,2,4,3,3,1,2,1,586.7035,564.123,592.6333
Japan,0,16.08,3,3,2,2,2,2,2,562.7902,564.7917,600.2797
Japan,1,15.42,4,4,1,1,1,1,1,594.0255,619.6453,574.2633
Japan,0,15.5,2,3,2,3,2,2,3,512.7045,437.0418,475.3264
Japan,0,15.5,3,3,2,2,2,2,2,740.9332,675.9413,724.9534
Japan,0,16.08,4,4,2,2,2,1,2,548.6135,522.048,545.9157
Japan,1,15.58,3,3,3,3,2,2,2,590.6761,558.0068,575.1026
Japan,1,15.75,3,4,2,2,2,1,1,580.3941,606.4597,564.8452
Japan,0,16.08,3,3,3,2,1,1,2,606.2549,552.5219,580.9772
Japan,1,15.92,4,4,2,1,1,1,2,687.6538,621.3133,636.0873
Japan,1,15.33,3,3,2,2,2,2,2,556.4029,531.7946,547.1279
Japan,1,16.08,3,2,3,3,2,2,4,547.8346,585.5694,538.0828
Japan,1,16.17,3,3,3,3,2,2,2,473.9134,516.2261,551.9769
Japan,1,15.33,3,3,2,2,1,1,1,448.9095,527.0287,475.3264
Japan,1,15.42,3,4,2,1,2,2,1,529.8411,580.0092,504.2335
Japan,1,16.25,4,1,1,1,1,1,2,481.6249,517.2587,506.7512
Japan,1,15.58,3,4,4,1,1,1,1,484.6627,584.7751,540.6005
Japan,1,15.83,3,3,2,2,2,1,2,483.1048,487.0749,435.9754
Japan,0,16.25,3,3,2,2,1,1,2,453.5052,431.348,450.8019
Japan,0,15.75,4,4,1,1,1,1,1,556.0913,566.8767,591.8874
Japan,1,16.17,3,3,2,2,2,2,2,471.1092,483.8977,460.7796
Japan,0,16.0,3,3,2,2,2,2,2,526.9590000000001,511.8633,522.8833
Japan,1,15.5,3,3,3,2,2,2,2,558.1944,622.8225,581.7232
Japan,0,15.5,3,3,2,1,2,2,2,606.2549,631.1125,559.53
Japan,0,15.58,3,3,1,1,1,2,2,485.5974,548.3518,473.3681
Japan,0,15.92,3,3,3,3,2,2,2,549.3924,589.4114,544.0507
Japan,0,15.5,3,4,1,2,1,1,1,502.5004,507.8536,537.8031
Japan,1,15.5,1,4,1,2,2,2,1,468.0714,474.2865,509.8284
Japan,1,16.0,3,3,2,2,2,2,2,419.3878,447.9154,466.18800000000005
Japan,1,15.58,4,4,2,1,1,2,2,495.2563,546.6482,461.712
Japan,0,15.92,2,3,4,2,2,1,2,633.985,626.2207,596.5498
Japan,1,16.0,3,3,2,3,3,2,2,543.3946,624.4111,572.3984
Japan,0,15.67,4,4,4,1,1,1,1,472.1997,360.0551,466.0015
Japan,1,15.5,3,4,4,3,3,2,2,429.6697,413.9189,392.4282
Japan,1,15.58,3,3,3,3,2,2,2,582.8088,586.2842,475.0466
Japan,1,15.67,3,4,2,2,2,2,2,550.0935,616.4680000000001,613.0548
Japan,0,16.0,3,4,1,1,1,1,1,553.2092,570.1647,663.5024
Japan,1,15.75,3,3,2,2,2,2,2,538.4873,586.3637,544.9832
Japan,0,16.25,4,4,1,1,1,1,1,535.2158,482.1913,539.668
Japan,1,15.75,3,3,3,2,2,2,2,585.6909,545.7744,590.9549
Japan,1,16.0,3,3,3,3,2,2,2,481.6249,514.0815,523.163
Japan,0,15.67,3,3,2,2,2,2,2,572.0595,609.2996,635.621
Japan,1,16.25,3,3,2,2,1,1,2,542.382,548.2368,570.1604
Japan,1,16.25,4,4,1,1,1,1,1,435.7454,502.7228,533.3271
Japan,1,15.5,3,3,3,3,2,2,2,410.0405,435.2859,388.5117
Japan,0,16.0,3,4,1,1,1,1,1,612.4864,626.5414,637.5793
Japan,1,16.17,4,3,2,1,2,2,1,518.1569999999999,556.1799,573.9836
Japan,0,15.92,3,4,2,3,1,1,1,603.9181,630.3106,670.4961
Japan,1,15.5,3,3,3,3,2,2,2,483.8059,464.2782,442.6893
Japan,0,15.42,2,3,3,3,1,1,2,517.8455,379.3018,431.8724
Japan,0,15.67,3,3,2,2,1,1,2,488.0122,448.5096,519.1533
Japan,0,15.83,1,1,4,4,4,1,1,552.5082,640.1745,582.5625
Japan,1,15.42,2,2,3,2,1,1,1,431.1497,492.8734,445.4868
Japan,0,15.42,3,3,3,3,2,2,2,721.4597,637.5281,679.5412
Japan,1,15.5,3,4,2,2,1,1,1,448.9095,479.3701,471.5964
Japan,0,15.33,3,3,3,3,3,2,2,638.2692,597.2704,565.6844
Japan,1,15.58,2,3,2,2,2,2,2,623.781,673.7378,588.5304
Japan,0,16.0,1,3,4,3,4,3,2,612.6422,474.1719,522.8833
Japan,0,15.58,3,3,3,2,2,2,1,572.9942,576.5001,628.3476
Japan,0,15.92,3,4,1,2,1,1,2,653.7701,586.4442,673.9463
Japan,1,15.5,4,4,2,2,1,1,2,625.8062,622.6636,645.2257
Japan,0,15.67,3,4,2,1,1,1,1,572.6827,556.5316,594.4983
Japan,0,15.67,3,3,2,3,1,1,1,595.8171,592.539,648.7691
Japan,0,15.33,1,1,4,4,2,2,4,530.7758,539.5304,544.2372
Japan,0,15.67,1,1,4,4,2,2,2,668.5699,621.4892,535.6583
Japan,0,15.5,3,3,2,2,2,3,2,493.231,445.0613,469.5449
Japan,0,16.08,2,3,1,2,2,2,2,654.7827,645.4673,674.972
Japan,1,15.75,3,4,1,1,1,1,1,595.194,619.9630000000001,598.4148
Japan,1,15.42,3,4,3,2,1,1,1,740.3879,712.8973,779.3174
Japan,0,15.42,1,3,3,3,1,1,1,566.4512,489.088,544.9832
Japan,1,15.75,3,3,2,2,3,2,2,498.7615,444.1822,483.066
Japan,1,16.25,3,4,2,2,2,1,1,588.8067,603.7591,600.2797
Japan,1,15.42,3,3,2,2,2,2,2,642.7869999999999,551.414,611.4696
Japan,1,16.25,3,3,3,2,2,2,2,425.1519,468.0115,491.5517
Japan,0,15.5,2,4,3,3,2,2,2,576.4995,506.2497,549.9254
Japan,1,15.67,3,3,2,2,2,2,2,608.5138,664.1266,658.7467
Japan,0,15.42,4,4,1,1,1,1,1,501.9551,439.2071,582.749
Japan,0,15.33,3,3,2,2,2,3,2,435.0444,404.4026,508.8959
Japan,0,15.75,2,3,3,2,4,4,2,506.5509,443.69800000000004,522.8833
Japan,0,15.58,4,4,1,1,1,1,1,404.4322,444.2593,458.3551
Japan,0,16.25,2,3,2,2,2,2,2,434.0318,414.5072,485.30400000000003
Japan,0,15.42,2,1,3,3,1,1,3,430.215,379.3018,493.6964
Japan,0,15.5,3,3,2,2,2,2,2,559.207,501.1172,564.8452
Japan,0,15.83,3,3,2,2,1,1,1,508.3424,526.7795,555.6136
Japan,0,16.08,3,3,2,2,2,2,2,521.4286,493.8195,549.8322
Japan,0,15.75,3,3,2,2,2,2,2,671.5298,566.3956,693.5285
Japan,0,16.25,4,3,2,1,2,1,1,638.9702,643.1417,738.5677
Japan,0,15.67,3,3,2,2,2,2,2,512.9382,539.1294,597.4823
Japan,0,15.75,3,3,2,2,2,2,2,518.1569999999999,421.8049,535.9381
Japan,0,15.33,3,4,2,1,1,1,2,529.1401,481.1488,549.2727
Japan,0,15.25,4,3,2,2,2,2,2,585.2236,543.7005,661.5442
Japan,0,15.33,4,4,2,1,1,2,1,581.7962,614.9934,636.6468
Japan,0,16.17,3,3,3,2,2,2,2,582.8867,442.0941,569.5076
Japan,0,16.17,3,3,3,2,2,2,2,605.8654,610.262,685.5091
Japan,0,16.17,3,4,2,2,2,2,2,409.4174,417.7149,539.7613
Japan,0,15.5,2,3,2,2,2,2,2,490.2711,446.5048,481.7605
Japan,0,15.67,4,4,4,4,4,4,4,396.6428,271.7609,368.74300000000005
Japan,0,16.17,3,3,3,2,2,2,2,425.1519,426.6165,515.7963
Japan,0,15.33,3,3,2,1,2,2,1,579.6931,562.1452,642.9877
Japan,0,15.33,3,3,3,2,1,1,2,595.3497,521.246,591.2346
Japan,0,15.92,3,3,3,3,1,1,1,567.6975,557.3336,609.0451
Japan,1,16.25,2,3,1,1,1,1,1,448.8316,458.4003,568.2954
Japan,0,16.17,4,4,1,1,1,1,1,471.5766,450.5145,425.8113
Japan,1,15.83,4,4,3,2,2,3,1,472.2776,474.3659,441.4771
Japan,1,15.67,2,4,3,2,2,2,2,418.5309,385.6415,396.9974
Japan,0,15.92,3,3,2,2,1,1,2,526.6475,525.4964,604.9422
Japan,1,16.17,4,3,1,1,2,2,2,452.1031,551.1757,535.1921
Japan,1,15.42,4,4,1,1,3,1,2,433.5644,397.2384,397.0906
Japan,0,15.92,1,1,4,4,4,1,4,333.4709,298.5459,314.006
Japan,0,16.25,3,3,3,2,3,1,2,507.2519,455.4865,520.8318
Japan,0,16.0,4,4,1,1,1,1,1,305.1955,256.6042,406.6953
Japan,0,15.42,3,4,2,2,1,1,2,532.3337,469.7612,544.2372
Japan,0,15.42,4,4,3,2,2,2,2,504.6814,477.8608,493.0436
Japan,1,15.42,3,3,2,2,2,2,2,551.6513,517.2587,593.7523
Japan,0,15.42,3,2,3,3,1,1,1,564.8933,510.0188,628.0679
Japan,0,16.25,3,3,3,3,3,3,3,482.0922,443.3772,478.1238
Japan,1,15.58,2,4,2,2,2,2,1,498.9952,532.2712,571.4659
Japan,0,15.5,4,4,1,1,1,1,1,458.3346,393.4962,474.5804
Japan,0,16.25,2,3,3,3,2,2,3,582.0299,631.8343,672.7341
Japan,0,15.75,2,3,1,1,1,1,1,420.8677,308.7306,339.4629
Japan,0,15.58,3,3,2,1,2,2,2,493.4647,464.5485,453.8791
Japan,0,15.92,2,3,3,2,2,2,2,445.1706,426.0552,504.2335
Japan,0,15.75,3,4,2,2,2,1,1,674.0224,654.3689,655.5763
Japan,0,15.33,3,4,1,1,1,1,1,502.6562,436.2399,469.4517
Japan,1,15.92,2,3,2,3,1,1,3,549.4703,552.7644,640.5632
Japan,0,16.17,2,3,3,2,1,1,2,611.7853,578.7455,645.2257
Japan,0,15.92,2,2,3,4,4,1,3,712.0346,649.7978,687.9336
Japan,1,15.75,4,4,2,2,2,2,1,501.9551,541.7234,526.52
Japan,0,16.08,3,4,1,1,1,1,1,622.0673,675.1393,709.4741
Japan,1,15.92,3,4,2,2,1,1,1,575.4868,629.2564,586.6654
Japan,1,15.83,3,4,3,3,2,2,2,647.4607,680.8071,682.0589
Japan,1,15.83,4,4,3,2,1,1,1,565.9059,628.7004,687.0011
Japan,0,16.17,3,3,3,3,2,2,2,605.9433,602.1623,560.1828
Japan,0,15.42,2,3,2,2,2,2,2,619.4968,583.7978,664.9012
Japan,1,15.58,3,4,4,4,1,1,1,695.6769,687.4794,597.4823
Japan,1,15.67,3,3,2,3,2,2,2,503.9025,472.6979,434.2969
Japan,1,15.5,3,3,2,2,2,1,2,601.737,647.7638,621.727
Japan,1,15.92,3,3,3,3,2,2,2,580.5499,613.3702,613.9873
Japan,1,15.42,2,4,3,1,1,1,2,608.6696,629.0976,637.486
Japan,0,15.75,3,3,2,2,2,3,2,559.9081,575.7783,638.8847
Japan,1,15.58,4,4,1,1,2,2,2,592.935,564.9173,610.3506
Japan,1,15.75,3,3,3,2,1,1,1,541.5252,559.3571,590.7684
Japan,1,15.83,3,3,2,3,1,1,1,629.5451,568.0151,605.5949
Japan,0,15.92,4,4,2,2,2,2,1,593.714,559.7394,621.727
Japan,0,16.25,3,3,2,1,2,2,2,604.697,568.8014,597.4823
Japan,0,15.83,3,3,2,2,1,1,2,591.5329,593.2607,632.8236
Japan,1,16.0,4,2,3,3,2,2,3,557.4155,654.5949,631.1451
Japan,1,16.0,2,3,2,3,2,2,2,549.3145,574.4490000000001,540.6005
Japan,0,15.33,4,4,2,1,4,4,1,395.1628,423.4087,434.0172
Japan,0,16.0,3,4,2,2,1,1,2,522.9864,506.5704,598.6013
Japan,1,16.08,3,4,2,1,1,1,1,540.1231,537.7519,535.8448
Japan,0,15.75,2,4,2,4,1,1,1,481.8585,479.4647,552.8161
Japan,0,15.67,3,4,2,2,2,1,2,588.2614,557.3336,598.4148
Japan,0,15.58,3,3,2,2,2,2,2,454.3621,415.6299,479.0563
Japan,0,16.0,4,3,2,2,1,1,2,534.2031,506.811,595.0578
Japan,1,16.17,4,4,2,1,1,1,1,529.0622,610.193,549.7389
Japan,0,15.33,4,4,1,1,1,1,1,568.4764,489.1682,579.2055
Japan,0,16.25,2,3,4,2,1,1,1,554.5334,581.3117,588.1574
Japan,0,15.92,4,4,2,1,1,1,1,539.9673,593.3409,618.6498
Japan,0,16.0,3,4,1,1,1,1,1,512.1592,490.2108,525.6807
Japan,0,16.25,4,4,2,2,2,2,2,571.2027,555.1683,655.2965
Japan,0,16.17,3,3,3,3,2,2,2,570.8911,538.0067,550.8579
Japan,0,15.42,4,4,1,1,1,1,1,507.4856,502.2399,495.8411
Japan,1,16.25,2,3,2,2,2,2,2,582.731,596.1337,603.0772
Japan,0,15.67,3,4,2,2,2,2,2,541.5252,491.5741,547.8739
Japan,1,15.42,4,4,3,4,1,1,2,558.6618,599.7875,637.2995
Japan,0,15.92,3,4,2,2,2,3,2,550.1714,483.5546,536.2178
Japan,0,16.08,3,4,1,2,1,1,1,554.845,591.0153,625.7367
Japan,0,15.92,2,3,3,2,2,2,2,589.8972,534.8791,600.0
Japan,0,15.92,3,3,4,2,3,2,1,691.6264,635.844,654.364
Japan,1,15.83,3,4,3,3,3,2,2,454.2842,479.9261,481.8538
Japan,1,16.0,3,3,2,2,2,2,2,531.399,454.4288,557.1056
Japan,0,15.67,4,4,3,2,3,1,1,535.9947,480.5874,462.2715
Japan,1,16.17,4,4,2,2,2,2,2,499.3846,602.4882,617.0645
Japan,1,15.92,4,3,3,3,3,4,4,418.45300000000003,508.5213,438.7728
Japan,0,15.67,3,3,2,2,2,1,1,507.4856,490.2108,568.5752
Japan,1,15.5,4,4,1,1,1,1,1,520.4938,492.6351,570.4401
Japan,1,16.08,3,3,3,3,2,3,2,541.6031,587.158,532.8609
Japan,0,16.0,2,2,2,2,3,3,3,410.43,277.3745,476.2589
Japan,0,15.5,3,3,2,2,1,1,1,543.862,501.9994,553.4689
Japan,1,15.75,1,2,4,3,2,2,2,594.5708,618.9304,623.8717
Japan,1,15.83,4,4,1,1,1,1,1,451.6358,550.6197,472.9019
Japan,0,15.75,3,3,3,3,2,2,1,501.0983,403.3601,424.6923
Japan,1,15.42,3,4,2,2,1,2,2,530.7758,571.9072,522.79
Japan,1,16.25,3,3,2,2,2,2,2,566.7627,595.816,601.3055
Japan,0,16.0,3,4,1,1,1,1,1,603.9959,603.6058,651.7531
Japan,0,15.5,2,1,4,4,4,4,4,639.5934,620.9278,622.6595
Japan,0,15.83,2,3,3,2,2,1,1,581.3289,543.7005,613.6143
Japan,1,15.83,3,3,2,2,2,2,2,532.6453,557.7685,540.0409999999999
Japan,0,15.33,3,3,3,3,2,2,2,552.5082,601.4406,556.1731
Japan,0,16.0,3,3,2,2,2,2,1,448.3642,467.4355,480.0821
Japan,1,15.75,3,3,2,2,2,2,2,434.1876,459.8301,467.1205
Japan,0,16.08,3,3,2,2,2,2,2,484.1175,487.8049,547.1279
Japan,1,15.92,4,4,2,2,2,2,2,417.6741,454.5082,452.0142
Japan,1,16.0,4,4,1,2,2,3,2,551.8071,675.0881,601.3987
Japan,0,15.67,3,4,2,2,2,2,2,558.0386,597.2704,537.7098
Japan,0,15.33,4,4,2,3,1,1,1,544.4072,579.7078,541.533
Japan,0,15.75,4,2,4,2,1,1,1,600.8023,553.3238,649.0489
Japan,0,15.5,3,4,2,2,2,2,2,520.5717,544.743,524.7482
Japan,1,15.58,3,3,2,3,2,2,2,545.1083,544.2652,535.3786
Japan,1,16.08,3,4,1,2,1,1,1,464.4882,522.0246,516.0761
Japan,1,16.0,3,3,3,2,2,2,2,526.8032,465.8668,505.166
Japan,1,16.08,2,3,2,2,2,2,2,439.4843,522.0246,521.7643
Japan,1,15.75,4,4,1,1,1,1,1,510.3677,490.967,480.6416
Japan,1,15.83,3,4,2,2,1,1,1,520.7275,572.3044,598.4148
Japan,0,15.58,4,4,1,1,1,1,1,528.2832,530.8694,563.9127
Japan,0,15.58,3,4,1,1,1,1,2,462.0735,427.4185,487.2622
Japan,1,16.08,3,4,3,2,2,2,2,605.3201,566.7442,590.0224
Japan,1,15.5,3,3,2,2,1,2,1,405.7563,529.0939,429.6345
Japan,1,16.0,3,4,2,2,1,1,1,637.4124,726.4005,718.7057
Japan,0,15.75,3,3,2,2,2,2,2,600.7244,490.7721,524.7482
Japan,1,15.92,3,3,2,2,2,2,2,575.7984,591.1295,613.1481
Japan,0,16.25,2,3,2,2,2,2,2,479.6775,504.4052,467.30699999999996
Japan,1,15.75,3,3,2,2,2,2,2,504.0583,620.7573,490.2462
Japan,0,15.67,3,3,2,2,3,2,2,619.4968,602.2425,530.9959
Japan,0,15.33,2,2,4,4,2,2,1,532.1779,550.0359,608.3924
Japan,0,16.17,3,3,2,2,3,3,2,534.5926,586.2036,587.8777
Japan,1,15.67,3,3,3,2,2,2,2,688.7444,728.5452,710.1268
Japan,1,16.08,3,3,3,2,1,1,1,519.0918,545.6156,560.3693
Japan,1,16.25,3,3,2,2,2,2,2,435.0444,514.3197,546.1954
Japan,0,15.33,2,3,3,2,1,1,2,615.68,600.398,591.1414
Japan,0,15.42,1,3,3,3,3,2,2,646.1365,687.4893,710.3133
Japan,1,16.08,3,3,2,2,3,2,2,588.2614,696.6934,670.8691
Japan,1,15.33,3,3,2,2,2,2,2,526.7253,597.484,543.398
Japan,0,15.67,4,3,2,2,2,1,2,544.4072,542.8184,539.668
Japan,1,15.42,3,3,3,3,2,2,2,536.1505,579.2149,554.8676
Japan,1,15.58,3,3,4,1,2,1,1,557.805,602.4882,604.9422
Japan,1,16.08,3,3,2,2,2,2,2,593.0908,676.7562,573.1443
Japan,1,16.25,3,3,1,1,1,1,2,454.7515,508.5213,519.5263
Japan,1,16.17,3,2,3,3,1,1,2,474.6923,559.9926,512.5326
Japan,0,15.83,3,3,3,3,4,4,4,432.0065,458.6141,433.4577
Japan,1,16.25,2,3,3,2,2,2,2,495.3342,591.8444,561.1153
Japan,1,16.25,3,4,2,2,2,2,2,481.54699999999997,518.8473,556.4528
Japan,1,15.75,3,3,3,2,2,2,2,432.7855,506.8532,443.715
Japan,1,15.92,3,2,2,2,2,2,2,327.4731,293.8193,379.4666
Japan,1,15.42,3,3,4,4,1,1,1,395.8638,376.5864,422.8273
Japan,0,15.33,4,4,1,1,2,2,2,386.2829,357.569,355.0354
Japan,0,16.25,3,3,2,2,1,2,2,377.6367,372.0843,365.6658
Japan,1,16.0,3,4,2,2,2,2,2,353.957,359.8264,345.6173
Japan,1,15.33,4,4,1,1,1,1,1,522.9864,545.6156,655.4830000000001
Japan,0,15.83,3,3,1,1,1,1,1,372.5736,338.4026,379.0004
Japan,1,16.08,2,3,3,2,2,2,2,506.7067,585.8077,562.0477
Japan,1,15.92,4,3,2,2,1,1,2,353.1002,373.7269,393.2674
Japan,0,15.92,2,4,4,3,2,2,1,453.5052,497.1877,511.5069
Japan,0,15.42,2,2,2,2,2,2,2,372.5736,292.6917,357.5532
Japan,1,15.5,3,3,2,2,1,1,2,482.7933,518.8473,489.6867
Japan,0,15.5,4,4,2,2,1,1,2,496.2689,519.0808,531.2756
Japan,0,16.17,2,4,1,1,1,3,2,435.5897,402.5582,422.9206
Japan,1,15.83,3,4,1,1,1,1,1,315.867,319.7138,392.3349
Japan,0,15.42,4,4,1,1,1,1,1,442.67800000000005,406.8085,477.1913
Japan,1,15.42,3,3,2,2,2,2,2,510.134,552.1289,530.3432
